,Mkt-RF,SMB,HML,RF
19841211,0.17,-0.08,-0.25,0.032
19841212,-0.22,0.23,-0.12,0.032
19841213,-0.41,0.34,0,0.032
19841214,0.47,-0.25,-0.27,0.032
19841217,0.46,-0.63,0.18,0.032
19841218,2.4,-1.04,-1.16,0.032
19841219,-0.26,0.89,-0.59,0.032
19841220,-0.43,0.32,0.54,0.032
19841221,-0.37,0.19,0.19,0.032
19841224,0.67,0,-0.06,0.032
19841226,-0.14,0.14,0.04,0.032
19841227,-0.44,0.25,0.3,0.032
19841228,0.23,-0.08,-0.04,0.032
19841231,0.46,0.19,-0.04,0.032
19850102,-0.93,0.76,0.26,0.029
19850103,-0.33,0.4,-0.03,0.029
19850104,-0.42,0.35,-0.16,0.029
19850107,0.25,-0.18,0.16,0.029
19850108,-0.05,0.21,0.16,0.029
19850109,0.63,-0.12,-0.16,0.029
19850110,1.68,-0.69,-0.68,0.029
19850111,-0.05,0.45,-0.29,0.029
19850114,1.41,-0.31,-0.9,0.029
19850115,0.27,0.47,-0.19,0.029
19850116,0.4,0.4,-0.06,0.029
19850117,-0.12,0.63,-0.18,0.029
19850118,0.31,0.25,0.02,0.029
19850121,1.96,-0.91,-0.91,0.029
19850122,0.18,0.21,-0.14,0.029
19850123,0.99,-0.27,-0.71,0.029
19850124,-0.15,0.56,-0.36,0.029
19850125,0.4,0.13,-0.35,0.029
19850128,0.17,0.42,-0.58,0.029
19850129,0.82,-0.35,-0.27,0.029
19850130,0.24,0.4,-0.05,0.029
19850131,0.04,0.11,0.46,0.029
19850201,-0.45,0.31,0.37,0.03
19850204,0.97,-0.48,-0.47,0.03
19850205,0.3,0.41,-0.06,0.03
19850206,0.08,0.56,-0.23,0.03
19850207,0.79,0.01,-0.4,0.03
19850208,0.24,0.23,0.16,0.03
19850211,-0.78,0.57,0.35,0.03
19850212,-0.05,0.1,0.41,0.03
19850213,1.35,-0.73,-0.18,0.03
19850214,-0.31,0.44,0.05,0.03
19850215,-0.43,0.29,0.08,0.03
19850219,-0.14,-0.07,0.12,0.03
19850220,0.02,0.19,-0.3,0.03
19850221,-0.55,0.19,0.22,0.03
19850222,-0.39,-0.04,0.29,0.03
19850225,-0.25,-0.84,-0.11,0.03
19850226,0.83,-0.6,-0.49,0.03
19850227,-0.19,0.14,0.12,0.03
19850228,0.19,-0.11,-0.29,0.03
19850301,1.04,-0.26,-0.34,0.029
19850304,-0.53,0.46,0.17,0.029
19850305,0.05,-0.1,0.3,0.029
19850306,-0.78,0.51,0.59,0.029
19850307,-0.58,0.24,0.69,0.029
19850308,-0.27,0.08,0.22,0.029
19850311,-0.22,-0.2,0.15,0.029
19850312,0.31,-0.52,0.34,0.029
19850313,-0.86,0.12,0.83,0.029
19850314,-0.15,0.1,0.1,0.029
19850315,-0.45,0.55,-0.09,0.029
19850318,-0.12,-0.5,0.18,0.029
19850319,1.21,-0.99,-0.74,0.029
19850320,-0.21,0.06,0.24,0.029
19850321,0.14,-0.04,0.1,0.029
19850322,-0.2,-0.03,0.22,0.029
19850325,-0.57,-0.18,0.84,0.029
19850326,0.16,-0.27,0.12,0.029
19850327,0.57,-0.17,-0.18,0.029
19850328,0.1,0.14,0.12,0.029
19850329,0.56,-0.14,0.2,0.029
19850401,0.28,-0.16,0,0.034
19850402,-0.36,0.28,0.24,0.034
19850403,-0.74,0.26,0.56,0.034
19850404,-0.09,-0.06,0.12,0.034
19850408,-0.44,0.33,0.6,0.034
19850409,0.04,-0.12,0.17,0.034
19850410,0.59,-0.12,-0.24,0.034
19850411,0.42,-0.09,-0.06,0.034
19850412,0.15,-0.11,-0.01,0.034
19850415,0.2,-0.11,0.12,0.034
19850416,0.15,-0.05,-0.11,0.034
19850417,0.21,0.04,-0.03,0.034
19850418,-0.46,0.38,0.38,0.034
19850419,0.09,-0.2,0.16,0.034
19850422,-0.28,0.08,0.26,0.034
19850423,0.54,-0.45,-0.09,0.034
19850424,0.14,-0.12,0.12,0.034
19850425,0.49,-0.37,0.25,0.034
19850426,-0.53,0.49,0.01,0.034
19850429,-0.82,0.24,0.82,0.034
19850430,-0.52,0.01,0.44,0.034
19850501,-0.67,0.43,0.55,0.03
19850502,0.14,-0.46,0.29,0.03
19850503,0.58,-0.38,-0.23,0.03
19850506,0.04,-0.03,0.14,0.03
19850507,0.4,-0.22,-0.19,0.03
19850508,-0.01,0.18,-0.18,0.03
19850509,0.74,-0.12,-0.32,0.03
19850510,1.3,-0.25,-0.79,0.03
19850513,0.14,-0.06,-0.24,0.03
19850514,-0.3,0.26,0.42,0.03
19850515,0.29,-0.18,0.01,0.03
19850516,0.54,-0.24,0.05,0.03
19850517,0.91,-0.27,-0.33,0.03
19850520,1.16,-0.45,-0.45,0.03
19850521,-0.06,-0.09,-0.05,0.03
19850522,-0.56,0.18,-0.06,0.03
19850523,-0.47,0.2,0.19,0.03
19850524,0.31,-0.18,-0.09,0.03
19850528,-0.16,0.02,0.25,0.03
19850529,-0.08,0.1,-0.21,0.03
19850530,-0.02,-0.06,0.22,0.03
19850531,0.75,-0.52,0.05,0.03
19850603,0.05,0.1,-0.17,0.028
19850604,0.37,-0.23,-0.29,0.028
19850605,0.13,0.21,-0.01,0.028
19850606,0.36,-0.38,-0.27,0.028
19850607,-0.61,0.45,0.2,0.028
19850610,-0.13,-0.25,0.37,0.028
19850611,-0.22,0.25,0.38,0.028
19850612,-0.61,0.43,0.77,0.028
19850613,-1.11,0.49,0.66,0.028
19850614,0.74,-0.55,0.02,0.028
19850617,-0.26,0.18,0.12,0.028
19850618,0.37,-0.18,0.28,0.028
19850619,-0.21,0.35,-0.05,0.028
19850620,-0.07,-0.11,0.17,0.028
19850621,1.06,-0.8,-0.04,0.028
19850624,0.04,0.18,-0.58,0.028
19850625,0.35,0.2,-0.57,0.028
19850626,0.16,-0.02,-0.36,0.028
19850627,0.59,-0.08,-0.3,0.028
19850628,0.29,0.21,0.03,0.028
19850701,0.27,-0.09,-0.12,0.028
19850702,-0.11,0.3,0.15,0.028
19850703,-0.2,0.28,0.14,0.028
19850705,0.53,0.12,0.07,0.028
19850708,-0.33,0.01,0.27,0.028
19850709,-0.37,0.18,0.56,0.028
19850710,0.59,-0.09,-0.12,0.028
19850711,0.34,0.25,-0.31,0.028
19850712,0.21,0.14,0.02,0.028
19850715,-0.15,0.37,0.05,0.028
19850716,0.98,-0.1,-0.56,0.028
19850717,0.37,0.21,-0.52,0.028
19850718,-0.57,0.42,0,0.028
19850719,0.3,0.42,0.05,0.028
19850722,-0.45,0.09,-0.55,0.028
19850723,-0.84,0.69,-1.16,0.028
19850724,-0.62,0.15,0.31,0.028
19850725,0.08,-0.07,0.05,0.028
19850726,0.11,-0.11,-0.03,0.028
19850729,-1.39,0.34,0.22,0.028
19850730,0.05,-0.37,0.29,0.028
19850731,0.49,-0.24,-0.44,0.028
19850801,0.69,-0.06,-0.44,0.025
19850802,-0.23,0.47,0.06,0.025
19850805,-0.53,-0.31,0.03,0.025
19850806,-1.2,0.28,0.09,0.025
19850807,-0.29,-0.28,0.46,0.025
19850808,0.7,-0.39,0.37,0.025
19850809,-0.23,0.16,-0.13,0.025
19850812,-0.34,-0.12,0.11,0.025
19850813,-0.19,-0.02,0.37,0.025
19850814,0.09,0.04,0.19,0.025
19850815,-0.06,0.19,0.36,0.025
19850816,-0.56,0.02,-0.06,0.025
19850819,0.11,-0.27,0.33,0.025
19850820,0.67,-0.49,-0.05,0.025
19850821,0.48,-0.08,-0.09,0.025
19850822,-0.76,0.46,0.34,0.025
19850823,-0.12,0.18,0.14,0.025
19850826,0.12,-0.22,-0.02,0.025
19850827,0.33,-0.18,-0.21,0.025
19850828,0.31,-0.17,0,0.025
19850829,0.07,0.08,0.17,0.025
19850830,-0.05,0.39,0.3,0.025
19850903,-0.43,-0.19,0.08,0.032
19850904,-0.33,0,0.25,0.032
19850905,-0.04,-0.05,0.05,0.032
19850906,0.41,-0.13,-0.48,0.032
19850909,0.07,-0.15,-0.14,0.032
19850910,-0.75,0.11,0.11,0.032
19850911,-1.03,0.11,0.26,0.032
19850912,-0.79,0.07,-0.25,0.032
19850913,-0.6,-0.43,0.17,0.032
19850916,-0.14,-0.33,0.05,0.032
19850917,-0.93,-0.37,0.57,0.032
19850918,0.07,-0.26,0.04,0.032
19850919,0.91,0,-0.27,0.032
19850920,-0.46,0.7,-0.02,0.032
19850923,0.91,-0.57,-0.35,0.032
19850924,-0.76,0.4,0.26,0.032
19850925,-1.01,0.39,0.41,0.032
19850926,0.07,-0.66,0.4,0.032
19850930,0.26,-0.33,0.16,0.032
19851001,1.36,-0.83,0.02,0.028
19851002,-0.39,0.24,0.69,0.028
19851003,0.11,-0.08,0.38,0.028
19851004,-0.53,0.38,0.47,0.028
19851007,-0.68,0.14,0.18,0.028
19851008,-0.13,-0.31,0.4,0.028
19851009,0.34,-0.06,-0.04,0.028
19851010,0.24,0.03,-0.16,0.028
19851011,0.78,-0.19,-0.59,0.028
19851014,1.01,-0.5,-0.6,0.028
19851015,-0.12,0.25,-0.11,0.028
19851016,0.84,-0.48,-0.34,0.028
19851017,0.04,0.39,-0.28,0.028
19851018,-0.23,0.25,0.01,0.028
19851021,-0.09,-0.25,0.22,0.028
19851022,0.51,-0.35,-0.23,0.028
19851023,0.46,-0.18,0.08,0.028
19851024,-0.2,0.38,0.09,0.028
19851025,-0.51,0.24,0.37,0.028
19851028,0.07,-0.36,0.34,0.028
19851029,0.71,-0.28,-0.22,0.028
19851030,0.42,-0.14,0.01,0.028
19851031,-0.06,0.19,0.13,0.028
19851101,0.73,-0.33,-0.22,0.03
19851104,-0.04,0.1,0.03,0.03
19851105,0.58,-0.3,-0.41,0.03
19851106,0.29,0.09,-0.28,0.03
19851107,0.02,0.2,0.03,0.03
19851108,0.68,0.09,0,0.03
19851111,1.52,-0.93,-0.28,0.03
19851112,0.5,0.25,-0.05,0.03
19851113,-0.46,0.17,-0.13,0.03
19851114,0.84,-0.34,0.09,0.03
19851115,-0.32,0.64,-0.11,0.03
19851118,0.19,-0.36,-0.49,0.03
19851119,0.05,0.57,0.01,0.03
19851120,0.1,-0.16,-0.1,0.03
19851121,1.08,-0.3,-0.14,0.03
19851122,0.16,0.42,0.03,0.03
19851125,-0.55,0.17,0.14,0.03
19851126,0.13,-0.02,-0.14,0.03
19851127,0.81,-0.17,-0.63,0.03
19851129,-0.02,0.39,-0.07,0.03
19851202,-0.75,0.58,-0.01,0.031
19851203,0.2,0.01,-0.01,0.031
19851204,1.49,-0.4,-0.57,0.031
19851205,-0.05,0.36,-0.28,0.031
19851206,-0.52,-0.08,0.09,0.031
19851209,0.57,-0.56,-0.49,0.031
19851210,0.1,-0.13,-0.46,0.031
19851211,0.88,-0.42,-0.23,0.031
19851212,0.23,0.29,-0.17,0.031
19851213,1.38,-0.41,-0.27,0.031
19851216,0.77,-0.67,-0.14,0.031
19851217,-0.61,-0.07,0.88,0.031
19851218,-0.44,0.02,0.43,0.031
19851219,0.02,0.09,-0.02,0.031
19851220,0.38,0.26,-0.08,0.031
19851223,-1.02,0.63,-0.3,0.031
19851224,-0.56,0.23,0.2,0.031
19851226,0.19,0.09,0.02,0.031
19851227,0.87,-0.24,-0.1,0.031
19851230,0.39,-0.28,-0.21,0.031
19851231,0.31,0.14,0.28,0.031
19860102,-0.63,0.85,0.39,0.025
19860103,0.56,-0.08,0.21,0.025
19860106,-0.04,0.09,0.1,0.025
19860107,1.38,-0.42,0.06,0.025
19860108,-2.16,1.4,0.33,0.025
19860109,-1.17,-0.76,-0.13,0.025
19860110,-0.02,0.18,0.25,0.025
19860113,0.28,-0.04,0.29,0.025
19860114,0.01,0.43,-0.02,0.025
19860115,0.79,-0.02,-0.22,0.025
19860116,0.46,-0.01,-0.38,0.025
19860117,-0.17,0.47,0.18,0.025
19860120,-0.39,0.19,0.09,0.025
19860121,-0.67,0.34,-0.2,0.025
19860122,-0.93,0.44,0.18,0.025
19860123,0.24,-0.26,-0.23,0.025
19860124,0.95,-0.22,-0.1,0.025
19860127,0.45,-0.33,-0.16,0.025
19860128,0.98,-0.56,0.06,0.025
19860129,0.24,-0.7,-0.28,0.025
19860130,-0.34,0.61,0.08,0.025
19860131,0.92,-0.46,-0.01,0.025
19860203,0.93,-0.53,-0.6,0.028
19860204,-0.25,0.13,-0.31,0.028
19860205,0.07,0,-0.56,0.028
19860206,0.26,0.19,-0.09,0.028
19860207,0.49,0.09,-0.34,0.028
19860210,0.66,-0.41,-0.12,0.028
19860211,0.03,0.18,-0.03,0.028
19860212,0.14,0.18,0.31,0.028
19860213,0.57,-0.2,0.04,0.028
19860214,0.89,-0.41,0.14,0.028
19860218,1.12,-0.51,-0.08,0.028
19860219,-0.92,0.8,-0.06,0.028
19860220,0.83,-0.53,-0.18,0.028
19860221,1,-0.04,0.15,0.028
19860224,-0.12,0.03,0.36,0.028
19860225,-0.23,0.2,0.36,0.028
19860226,0.1,0.09,0.16,0.028
19860227,1.14,-0.2,0.17,0.028
19860228,0.19,0.36,-0.01,0.028
19860303,-0.39,0.69,0,0.03
19860304,-0.14,0.78,0.15,0.03
19860305,-0.2,-0.29,0.1,0.03
19860306,0.41,0.23,0.01,0.03
19860307,0.14,0.1,-0.25,0.03
19860310,0.43,-0.08,-0.2,0.03
19860311,1.86,-1.09,0.04,0.03
19860312,0.45,0.09,0.25,0.03
19860313,0.2,-0.13,-0.33,0.03
19860314,1.03,-0.84,-0.21,0.03
19860317,-0.75,0.02,-0.32,0.03
19860318,0.47,0.04,-0.16,0.03
19860319,-0.17,0.14,-0.06,0.03
19860320,0.39,-0.13,0.02,0.03
19860321,-0.83,1.72,0.69,0.03
19860324,0.38,-1.29,-0.28,0.03
19860325,-0.25,-0.1,0.22,0.03
19860326,0.98,-0.58,0.06,0.03
19860327,0.71,-0.05,0.07,0.03
19860331,0.06,0.2,-0.16,0.03
19860401,-1.21,0.86,0.34,0.024
19860402,0.09,-0.28,-0.1,0.024
19860403,-1.01,0.8,0.02,0.024
19860404,-1.45,0.81,0.25,0.024
19860407,-0.32,-0.46,0.12,0.024
19860408,1.9,-0.83,-0.58,0.024
19860409,0.21,0.14,-0.25,0.024
19860410,0.97,-0.36,-0.42,0.024
19860411,-0.08,0.33,-0.14,0.024
19860414,0.53,0.01,-0.56,0.024
19860415,0.14,-0.11,0.15,0.024
19860416,1.75,-0.61,-0.55,0.024
19860417,0.33,0.38,-0.2,0.024
19860418,-0.11,0.47,-0.11,0.024
19860421,0.76,-0.32,-0.28,0.024
19860422,-0.78,0.72,0.1,0.024
19860423,-0.42,0.01,0.02,0.024
19860424,0.18,0.28,-0.51,0.024
19860425,0,0.16,-0.44,0.024
19860428,0.17,-0.27,-0.17,0.024
19860429,-0.97,0.37,-0.09,0.024
19860430,-1.9,0.62,0.51,0.024
19860501,-0.2,-0.22,0.28,0.023
19860502,-0.06,0.17,0.19,0.023
19860505,1.11,-0.59,0.12,0.023
19860506,-0.12,0.23,0.03,0.023
19860507,-0.42,0.22,0.22,0.023
19860508,0.5,0.1,0.18,0.023
19860509,0.3,0.14,0.02,0.023
19860512,-0.18,-0.2,0.3,0.023
19860513,-0.4,0.09,-0.16,0.023
19860514,0.38,-0.27,-0.4,0.023
19860515,-1.09,0.68,0.29,0.023
19860516,-0.56,0.47,0.08,0.023
19860519,0.06,-0.41,0.07,0.023
19860520,1.01,-0.85,-0.47,0.023
19860521,-0.16,0.34,0.12,0.023
19860522,1.61,-0.9,-0.17,0.023
19860523,0.55,0.02,-0.07,0.023
19860527,1.27,-0.39,-0.3,0.023
19860528,0.69,-0.18,-0.51,0.023
19860529,0.4,-0.21,-0.14,0.023
19860530,-0.13,0.39,0.13,0.023
19860602,-0.75,0.51,0.05,0.025
19860603,0.1,0.02,-0.2,0.025
19860604,-0.49,0.54,-0.21,0.025
19860605,0.43,-0.45,0.07,0.025
19860606,0.01,0.12,-0.05,0.025
19860609,-2,0.73,0.32,0.025
19860610,-0.23,-0.02,-0.12,0.025
19860611,0.61,-0.15,-0.22,0.025
19860612,0.17,0.02,0.04,0.025
19860613,1.45,-0.8,-0.15,0.025
19860616,0.02,-0.35,0.67,0.025
19860617,-0.57,0.1,0.32,0.025
19860618,0.04,-0.42,0.29,0.025
19860619,-0.17,0.37,-0.03,0.025
19860620,0.76,-1.44,-0.22,0.025
19860623,-0.54,0.68,0.15,0.025
19860624,0.77,-0.22,0,0.025
19860625,0.7,-0.36,0.08,0.025
19860626,-0.05,0.27,0.13,0.025
19860627,0.29,-0.21,0.32,0.025
19860630,0.52,0.08,-0.03,0.025
19860701,0.47,-0.01,-0.58,0.024
19860702,0.33,-0.23,-0.24,0.024
19860703,-0.21,0.29,0.18,0.024
19860707,-2.9,0.5,1.6,0.024
19860708,-1.52,-1.07,0.98,0.024
19860709,0.64,0.01,-0.24,0.024
19860710,0,-0.16,0.37,0.024
19860711,-0.12,0.25,0.51,0.024
19860714,-1.65,-0.08,1.52,0.024
19860715,-1.68,0.05,1.07,0.024
19860716,0.38,-0.18,-0.06,0.024
19860717,0.45,-0.22,-0.45,0.024
19860718,0.05,-0.18,-0.2,0.024
19860721,-0.17,-0.3,0.36,0.024
19860722,0.75,-0.74,0.08,0.024
19860723,0.12,-0.1,-0.12,0.024
19860724,-0.29,-0.17,-0.08,0.024
19860725,0.76,-0.7,-0.15,0.024
19860728,-1.62,0.41,0.2,0.024
19860729,-0.68,-0.15,0.35,0.024
19860730,0.48,-0.94,-0.03,0.024
19860731,-0.12,0.07,-0.18,0.024
19860801,-0.43,0.36,0.41,0.022
19860804,0.11,-1.25,0.64,0.022
19860805,0.26,-0.01,0.69,0.022
19860806,-0.15,-0.26,0.27,0.022
19860807,0.24,-0.06,0.05,0.022
19860808,0.02,0.06,-0.09,0.022
19860811,1.49,-0.78,-0.45,0.022
19860812,1.08,-0.36,-0.54,0.022
19860813,0.92,-0.26,0.13,0.022
19860814,0.35,0.22,-0.24,0.022
19860815,0.23,-0.02,0.4,0.022
19860818,0.04,-0.22,0.23,0.022
19860819,-0.26,0.07,0.4,0.022
19860820,1.08,-0.81,0.63,0.022
19860821,-0.04,0.04,0.25,0.022
19860822,0.13,-0.12,0.01,0.022
19860825,-0.8,0.28,0.26,0.022
19860826,1.53,-1.32,0.2,0.022
19860827,0.16,-0.03,0.34,0.022
19860828,-0.09,0.31,-0.14,0.022
19860829,0.04,0.18,-0.12,0.022
19860902,-1.41,0.91,0.75,0.021
19860903,0.26,-0.62,0.13,0.021
19860904,1.26,-0.36,0.15,0.021
19860905,-1.25,0.82,-0.18,0.021
19860908,-1.12,0.19,-0.18,0.021
19860909,-0.29,-0.17,0.18,0.021
19860910,-0.46,-0.14,0.27,0.021
19860911,-4.42,1.13,0.83,0.021
19860912,-1.85,0.37,0.51,0.021
19860915,0.26,-0.75,0.26,0.021
19860916,-0.18,-0.42,0.24,0.021
19860917,0.31,0.22,0.03,0.021
19860918,0.15,-0.09,-0.29,0.021
19860919,-0.07,0.33,0.19,0.021
19860922,1.05,-0.32,-0.43,0.021
19860923,0.45,0.2,0.1,0.021
19860924,0.39,-0.05,0.01,0.021
19860925,-1.53,0.85,0.43,0.021
19860926,0.04,0.11,0.26,0.021
19860929,-0.99,0.19,0.35,0.021
19860930,0.65,0.03,-0.14,0.021
19861001,0.83,-0.4,-0.12,0.02
19861002,0.12,0.01,-0.23,0.02
19861003,-0.09,-0.1,0.23,0.02
19861006,0.34,-0.44,-0.3,0.02
19861007,-0.18,-0.04,0.55,0.02
19861008,0.77,-0.65,-0.16,0.02
19861009,-0.26,0.27,-0.01,0.02
19861010,-0.1,0.15,-0.24,0.02
19861013,0.13,-0.13,0.06,0.02
19861014,-0.2,0.09,-0.45,0.02
19861015,1.21,-0.54,-0.5,0.02
19861016,0.27,-0.21,0.02,0.02
19861017,-0.28,0.24,-0.04,0.02
19861020,-0.98,0.45,0.14,0.02
19861021,-0.05,0.18,0.11,0.02
19861022,0.14,-0.13,-0.12,0.02
19861023,1.08,-0.64,-0.36,0.02
19861024,-0.26,0.31,-0.04,0.02
19861027,0.21,-0.32,-0.16,0.02
19861028,0.2,-0.07,-0.1,0.02
19861029,0.61,-0.22,-0.12,0.02
19861030,1.01,-0.51,0.14,0.02
19861031,0.05,0.27,0.31,0.02
19861103,0.6,-0.7,-0.11,0.021
19861104,0.21,0.07,0.01,0.021
19861105,0.21,0.12,0.33,0.021
19861106,-0.24,0.04,0.13,0.021
19861107,-0.02,0.21,-0.05,0.021
19861110,0.06,0.1,0.11,0.021
19861111,0.32,-0.21,-0.06,0.021
19861112,-0.2,0.06,0.15,0.021
19861113,-1.28,0.7,0.55,0.021
19861114,0.43,-0.28,-0.11,0.021
19861117,-0.57,0.04,-0.08,0.021
19861118,-2.26,1.04,0.3,0.021
19861119,-0.05,-1.04,0.06,0.021
19861120,1.58,-0.79,-0.13,0.021
19861121,1.29,-0.96,-0.23,0.021
19861124,0.55,-0.45,-0.25,0.021
19861125,0.26,-0.01,-0.47,0.021
19861126,0.15,-0.16,-0.41,0.021
19861128,0.19,0.29,0.23,0.021
19861201,-0.16,-0.49,-0.1,0.022
19861202,1.71,-0.9,-0.39,0.022
19861203,0.1,0.02,-0.32,0.022
19861204,-0.18,0.3,-0.15,0.022
19861205,-0.68,0.41,0.12,0.022
19861208,-0.11,-0.22,0.02,0.022
19861209,-0.68,0.26,0.23,0.022
19861210,0.51,-0.47,0.01,0.022
19861211,-0.95,0.42,0.05,0.022
19861212,-0.45,-0.04,0.61,0.022
19861215,0.08,-0.68,0.36,0.022
19861216,0.6,-0.42,-0.08,0.022
19861217,-0.82,0.39,-0.04,0.022
19861218,-0.36,0.09,0,0.022
19861219,0.83,-0.13,-0.1,0.022
19861222,-0.35,-0.18,0.46,0.022
19861223,-0.99,0.08,0.02,0.022
19861224,0.32,0.18,-0.03,0.022
19861226,0.11,0.09,-0.13,0.022
19861229,-0.9,0.13,0.08,0.022
19861230,-0.54,0.25,-0.13,0.022
19861231,-0.37,1.05,-0.15,0.022
19870102,1.79,-0.29,-0.02,0.02
19870105,2.45,-0.1,-0.34,0.02
19870106,0.43,0.36,-0.62,0.02
19870107,1.13,0.19,-0.6,0.02
19870108,0.82,0.27,-0.33,0.02
19870109,0.58,0.23,0.18,0.02
19870112,0.7,0.42,0.24,0.02
19870113,-0.09,0.3,0.12,0.02
19870114,0.94,-0.13,-0.48,0.02
19870115,0.89,-0.04,-0.5,0.02
19870116,-0.02,-0.83,0.06,0.02
19870119,0.98,-0.5,-0.77,0.02
19870120,-0.09,-0.06,0.44,0.02
19870121,-0.51,-0.31,-0.01,0.02
19870122,1.85,-1.27,-0.69,0.02
19870123,-1.14,0.67,0.19,0.02
19870126,-0.38,-0.38,0.35,0.02
19870127,1.3,-0.62,-0.59,0.02
19870128,0.56,-0.22,-0.24,0.02
19870129,-0.36,0.38,0.39,0.02
19870130,-0.02,0.19,0.29,0.02
19870202,0.97,0.23,-0.36,0.023
19870203,-0.03,0.71,-0.31,0.023
19870204,1.22,0.05,-0.04,0.023
19870205,0.68,0.15,-0.17,0.023
19870206,-0.21,0.63,-0.07,0.023
19870209,-0.62,0.35,-0.12,0.023
19870210,-0.99,0.63,0,0.023
19870211,0.86,0.17,-0.92,0.023
19870212,-0.46,0.83,-0.44,0.023
19870213,1.25,-0.63,-0.85,0.023
19870217,1.68,-0.69,-1.06,0.023
19870218,-0.02,-0.25,0.19,0.023
19870219,0.12,-0.14,0.26,0.023
19870220,-0.02,0.04,0.18,0.023
19870223,-0.86,0.33,-0.08,0.023
19870224,0.2,0.24,-0.51,0.023
19870225,0.44,0.11,-0.88,0.023
19870226,-0.22,0.49,-0.37,0.023
19870227,0.37,0.08,-0.12,0.023
19870302,-0.22,0.28,0.29,0.021
19870303,0.21,-0.29,0.31,0.021
19870304,1.25,-0.64,-0.23,0.021
19870305,0.59,-0.18,-0.38,0.021
19870306,-0.02,0.18,0.32,0.021
19870309,-0.67,0.34,0.19,0.021
19870310,0.79,-0.29,-0.5,0.021
19870311,-0.08,0.55,-0.17,0.021
19870312,0.29,0.2,0,0.021
19870313,-0.38,0.38,0.38,0.021
19870316,-0.6,0.14,0.19,0.021
19870317,1.17,-0.66,-0.26,0.021
19870318,0.06,0.04,0.35,0.021
19870319,0.43,-0.11,-0.21,0.021
19870320,1.06,-0.36,-0.11,0.021
19870323,0.65,-1.02,-0.04,0.021
19870324,0.11,-0.19,0.16,0.021
19870325,-0.25,0.28,0.14,0.021
19870326,0.17,0.2,0.29,0.021
19870327,-1.32,1.15,0.28,0.021
19870330,-2.27,0.38,0.71,0.021
19870331,0.69,0.01,-0.2,0.021
19870401,0.08,-0.64,-0.09,0.021
19870402,0.4,0.3,-0.17,0.021
19870403,1.92,-0.83,-0.71,0.021
19870406,0.4,-0.25,-0.14,0.021
19870407,-1.41,0.98,0.42,0.021
19870408,0.07,-0.02,-0.22,0.021
19870409,-1.33,0.7,-0.21,0.021
19870410,-0.27,-0.01,-0.16,0.021
19870413,-2.06,0.85,0.13,0.021
19870414,-2.48,-0.31,-0.14,0.021
19870415,1.59,-1.1,0.01,0.021
19870416,0.94,-0.26,0.48,0.021
19870420,-0.31,-0.06,0.16,0.021
19870421,1.75,-1.97,-0.35,0.021
19870422,-1.43,1.55,-0.11,0.021
19870423,-0.21,-0.04,0.15,0.021
19870424,-1.63,0.78,0.3,0.021
19870427,-0.2,-0.9,0.22,0.021
19870428,0.45,0.07,-0.08,0.021
19870429,0.66,-0.24,0.04,0.021
19870430,1.12,-0.43,0.05,0.021
19870501,-0.13,0.05,0.22,0.019
19870504,0.32,-0.41,-0.08,0.019
19870505,1.77,-0.86,-0.34,0.019
19870506,0.03,-0.02,0.68,0.019
19870507,-0.16,0.44,0.5,0.019
19870508,-0.32,0.5,0.14,0.019
19870511,-0.45,0.66,0.42,0.019
19870512,0.25,-0.57,-0.23,0.019
19870513,0.21,-0.01,-0.51,0.019
19870514,0.04,0.14,-0.17,0.019
19870515,-1.96,1.1,0.27,0.019
19870518,-0.65,-0.59,0.36,0.019
19870519,-2.05,1.06,0.05,0.019
19870520,-0.55,-0.19,-0.34,0.019
19870521,0.67,-0.25,-0.28,0.019
19870522,0.42,-0.6,0.14,0.019
19870526,2.18,-1.43,-0.37,0.019
19870527,0.07,0.28,-0.2,0.019
19870528,0.56,-0.49,-0.44,0.019
19870529,-0.04,0.58,0.34,0.019
19870601,-0.04,-0.09,0.26,0.022
19870602,-0.46,0.32,0.02,0.022
19870603,1.35,-1.02,-0.19,0.022
19870604,0.5,-0.24,-0.09,0.022
19870605,-0.3,0.52,0.04,0.022
19870608,0.88,-0.61,0.04,0.022
19870609,0.2,-0.03,-0.4,0.022
19870610,0.13,-0.01,0.07,0.022
19870611,0.34,-0.25,0.01,0.022
19870612,0.86,-0.54,-0.05,0.022
19870615,0.41,-0.53,0.09,0.022
19870616,0.46,-0.27,-0.18,0.022
19870617,0.07,0.13,-0.12,0.022
19870618,0.19,-0.16,0.18,0.022
19870619,0.27,0.04,0.13,0.022
19870622,0.63,-0.65,-0.34,0.022
19870623,-0.32,0.07,0.09,0.022
19870624,-0.44,0.4,0.01,0.022
19870625,0.55,-0.43,0.32,0.022
19870626,-0.46,0.32,0.11,0.022
19870629,0.05,-0.06,0.45,0.022
19870630,-1.04,1.01,0.52,0.022
19870701,-0.24,0.14,0.16,0.021
19870702,0.63,-0.35,-0.14,0.021
19870706,-0.21,0.03,0.26,0.021
19870707,0.58,-0.26,0.74,0.021
19870708,0.24,0.1,0.08,0.021
19870709,-0.13,0.38,0.11,0.021
19870710,0.2,-0.17,0.14,0.021
19870713,-0.18,0.25,0.22,0.021
19870714,0.91,-0.23,-0.27,0.021
19870715,-0.06,0.24,0.08,0.021
19870716,0.56,-0.15,0.07,0.021
